cve_id,published,last_modified,source_identifier,description,severity,cvss_score,vector,exploitability_score,impact_score
CVE-1999-1110,1999-11-14T05:00:00.000,2024-11-20T23:30:19.650,cve@mitre.org,"windows media player activex object as used in internet explorer 5.0 returns a specific error code when a file does not exist, which allows remote malicious web sites to determine the existence of files on the client.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9
CVE-1999-0987,1999-11-18T05:00:00.000,2024-11-20T23:30:00.530,cve@mitre.org,windows nt does not properly download a system policy if the domain user logs into the domain with a space at the end of the domain name.,HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-1999-1189,1999-11-24T05:00:00.000,2024-11-20T23:30:31.297,cve@mitre.org,"buffer overflow in netscape navigator/communicator 4.7 for windows 95 and windows 98 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long argument after the ? character in a url that references an .asp, .cgi, .html, or .pl file.",HIGH,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4
CVE-1999-0387,1999-11-29T05:00:00.000,2024-11-20T23:28:37.140,cve@mitre.org,a legacy credential caching mechanism used in windows 95 and windows 98 systems allows attackers to read plaintext network passwords.,HIGH,7.8,AV:N/AC:L/Au:N/C:C/I:N/A:N,10.0,6.9
CVE-1999-0839,1999-11-29T05:00:00.000,2024-11-20T23:29:39.893,cve@mitre.org,windows nt task scheduler installed with internet explorer 5 allows a user to gain privileges by modifying the job after it has been scheduled.,HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-1999-0824,1999-11-30T05:00:00.000,2024-11-20T23:29:33.740,cve@mitre.org,"a windows nt user can use subst to map a drive letter to a folder, which is not unmapped after the user logs off, potentially allowing that user to modify the location of folders accessed by later users.",MEDIUM,4.6,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4
CVE-1999-0975,1999-12-10T05:00:00.000,2024-11-20T23:29:58.863,cve@mitre.org,the windows help system can allow a local user to execute commands as another user by editing a table of contents metafile with a .cnt extension and modifying the topic action to include the commands to be executed when the .hlp file is accessed.,MEDIUM,4.6,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4
CVE-1999-0994,1999-12-16T05:00:00.000,2024-11-20T23:30:01.520,cve@mitre.org,"windows nt with syskey reuses the keystream that is used for encrypting sam password hashes, allowing an attacker to crack passwords.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9
CVE-1999-0995,1999-12-16T05:00:00.000,2024-11-20T23:30:01.660,cve@mitre.org,"windows nt local security authority (lsa) allows remote attackers to cause a denial of service via malformed arguments to the lsalookupsids function which looks up the sid, aka ""malformed security identifier request.""",HIGH,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,10.0,6.9
CVE-2000-0119,1999-12-22T05:00:00.000,2024-11-20T23:31:45.740,cve@mitre.org,"the default configurations for mcafee virus scan and norton anti-virus virus checkers do not check files in the recycled folder that is used by the windows recycle bin utility, which allows attackers to store malicious code without detection.",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-1999-0815,1999-12-31T05:00:00.000,2024-11-20T23:29:32.400,cve@mitre.org,memory leak in snmp agent in windows nt 4.0 before sp5 allows remote attackers to conduct a denial of service (memory exhaustion) via a large number of queries.,MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-1999-1104,1999-12-31T05:00:00.000,2024-11-20T23:30:18.797,cve@mitre.org,"windows 95 uses weak encryption for the password list (.pwl) file used when password caching is enabled, which allows local users to gain privileges by decrypting the passwords.",MEDIUM,4.6,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4
CVE-1999-1105,1999-12-31T05:00:00.000,2024-11-20T23:30:18.940,cve@mitre.org,"windows 95, when remote administration and file sharing for netware networks is enabled, creates a share (c$) when an administrator logs in remotely, which allows remote attackers to read arbitrary files by mapping the network drive.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9
CVE-1999-1127,1999-12-31T05:00:00.000,2024-11-20T23:30:22.507,cve@mitre.org,"windows nt 4.0 does not properly shut down invalid named pipe rpc connections, which allows remote attackers to cause a denial of service (resource exhaustion) via a series of connections containing malformed data, aka the ""named pipes over rpc"" vulnerability.",,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.9,3.6
CVE-1999-1132,1999-12-31T05:00:00.000,2024-11-20T23:30:23.220,cve@mitre.org,"windows nt 4.0 allows remote attackers to cause a denial of service (crash) via extra source routing data such as (1) a routing information field (rif) field with a hop count greater than 7, or (2) a list containing duplicate token ring ids.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-1999-1157,1999-12-31T05:00:00.000,2024-11-20T23:30:26.837,cve@mitre.org,"tcpip.sys in windows nt 4.0 before sp4 allows remote attackers to cause a denial of service via an icmp subnet mask address request packet, when certain multiple ip addresses are bound to the same network interface.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-1999-1206,1999-12-31T05:00:00.000,2024-11-20T23:30:34.073,cve@mitre.org,"systemsoft systemwizard package in hp pavilion pc with windows 98, and possibly other platforms and operating systems, installs two activex controls that are marked as safe for scripting, which allows remote attackers to execute arbitrary commands via a malicious web page that references (1) the launch control, or (2) the regobj control.",HIGH,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4
CVE-1999-1222,1999-12-31T05:00:00.000,2024-11-20T23:30:36.357,cve@mitre.org,netbt.sys in windows nt 4.0 allows remote malicious dns servers to cause a denial of service (crash) by returning 0.0.0.0 as the ip address for a dns host name lookup.,MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-1999-1294,1999-12-31T05:00:00.000,2024-11-20T23:30:46.370,cve@mitre.org,"office shortcut bar (osb) in windows 3.51 enables backup and restore permissions, which are inherited by programs such as file manager that are started from the shortcut bar, which could allow local users to read folders for which they do not have permission.",LOW,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9
CVE-1999-1316,1999-12-31T05:00:00.000,2024-11-20T23:30:49.393,cve@mitre.org,"passfilt.dll in windows nt sp2 allows users to create a password that contains the user's name, which could make it easier for an attacker to guess.",HIGH,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4
CVE-1999-1317,1999-12-31T05:00:00.000,2024-11-20T23:30:49.533,cve@mitre.org,windows nt 4.0 sp4 and earlier allows local users to gain privileges by modifying the symbolic link table in the \?? object folder using a different case letter (upper or lower) to point to a different device.,MEDIUM,4.6,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4
CVE-1999-1324,1999-12-31T05:00:00.000,2024-11-20T23:30:50.493,cve@mitre.org,"vaxstations running open vms 5.3 through 5.5-2 with vms decwindows or motif do not properly disable access to user accounts that exceed the break-in limit threshold for failed login attempts, which makes it easier for attackers to conduct brute force password guessing.",,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9
CVE-1999-1358,1999-12-31T05:00:00.000,2024-11-20T23:30:55.533,cve@mitre.org,"when an administrator in windows nt or windows 2000 changes a user policy, the policy is not properly updated if the local ntconfig.pol is not writable by the user, which could allow local users to bypass restrictions that would otherwise be enforced by the policy, possibly by changing the policy file to be read-only.",MEDIUM,4.6,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4
CVE-1999-1359,1999-12-31T05:00:00.000,2024-11-20T23:30:55.667,cve@mitre.org,"when the ntconfig.pol file is used on a server whose name is longer than 13 characters, windows nt does not properly enforce policies for global groups, which could allow users to bypass restrictions that were intended by those policies.",HIGH,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4
CVE-1999-1360,1999-12-31T05:00:00.000,2024-11-20T23:30:55.800,cve@mitre.org,"windows nt 4.0 allows local users to cause a denial of service via a user mode application that closes a handle that was opened in kernel mode, which causes a crash when the kernel attempts to close the handle.",LOW,2.1,AV:L/AC:L/Au:N/C:N/I:N/A:P,3.9,2.9
CVE-1999-1362,1999-12-31T05:00:00.000,2024-11-20T23:30:56.080,cve@mitre.org,win32k.sys in windows nt 4.0 before sp2 allows local users to cause a denial of service (crash) by calling certain win32k functions with incorrect parameters.,LOW,2.1,AV:L/AC:L/Au:N/C:N/I:N/A:P,3.9,2.9
CVE-1999-1363,1999-12-31T05:00:00.000,2024-11-20T23:30:56.210,cve@mitre.org,"windows nt 3.51 and 4.0 allow local users to cause a denial of service (crash) by running a program that creates a large number of locks on a file, which exhausts the nonpagedpool.",LOW,2.1,AV:L/AC:L/Au:N/C:N/I:N/A:P,3.9,2.9
CVE-1999-1364,1999-12-31T05:00:00.000,2024-11-20T23:30:56.360,cve@mitre.org,windows nt 4.0 allows local users to cause a denial of service (crash) via an illegal kernel mode address to the functions (1) getthreadcontext or (2) setthreadcontext.,LOW,2.1,AV:L/AC:L/Au:N/C:N/I:N/A:P,3.9,2.9
CVE-1999-1452,1999-12-31T05:00:00.000,2024-11-20T23:31:09.063,cve@mitre.org,gina in windows nt 4.0 allows attackers with physical access to display a portion of the clipboard of the user who has locked the workstation by pasting (ctrl-v) the contents into the username prompt.,LOW,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9
CVE-1999-1455,1999-12-31T05:00:00.000,2024-11-20T23:31:09.480,cve@mitre.org,"rsh service utility rshsvc in windows nt 3.5 through 4.0 does not properly restrict access as specified in the .rhosts file when a user comes from an authorized host, which could allow unauthorized users to access the service by logging in from an authorized host.",HIGH,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4
CVE-1999-1476,1999-12-31T05:00:00.000,2024-11-20T23:31:12.477,cve@mitre.org,"a bug in intel pentium processor (mmx and overdrive) allows local users to cause a denial of service (hang) in intel-based operating systems such as windows nt and windows 95, via an invalid instruction, aka the ""invalid operand with locked cmpxchg8b instruction"" problem.",LOW,2.1,AV:L/AC:L/Au:N/C:N/I:N/A:P,3.9,2.9
CVE-1999-1584,1999-12-31T05:00:00.000,2024-11-20T23:31:28.067,cve@mitre.org,"unknown vulnerability in (1) loadmodule, and (2) modload if modload is installed with setuid/setgid privileges, in sunos 4.1.1 through 4.1.3c, and open windows 3.0, allows local users to gain root privileges via environment variables, a different vulnerability than cve-1999-1586.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2000-0070,2000-01-12T05:00:00.000,2024-11-20T23:31:39.450,cve@mitre.org,"ntimpersonateclientofport local procedure call in windows nt 4.0 allows local users to gain privileges, aka ""spoofed lpc port request.""",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-1999-0595,2000-01-20T05:00:00.000,2024-11-20T23:29:04.393,cve@mitre.org,"a windows nt system does not clear the system page file during shutdown, which might allow sensitive information to be recorded.",LOW,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9
CVE-2000-0121,2000-02-01T05:00:00.000,2024-11-20T23:31:45.990,cve@mitre.org,"the recycle bin utility in windows nt and windows 2000 allows local users to read or modify files by creating a subdirectory with the victim's sid in the recycler directory, aka the ""recycle bin creation"" vulnerability.",LOW,3.6,AV:L/AC:L/Au:N/C:P/I:P/A:N,3.9,4.9
CVE-2000-0089,2000-02-04T05:00:00.000,2024-11-20T23:31:41.800,cve@mitre.org,"the rdisk utility in microsoft terminal server edition and windows nt 4.0 stores registry hive information in a temporary file with permissions that allow local users to read it, aka the ""rdisk registry enumeration file"" vulnerability.",LOW,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9
CVE-2000-0197,2000-02-14T05:00:00.000,2024-11-20T23:31:56.557,cve@mitre.org,"the windows nt scheduler uses the drive mapping of the interactive user who is currently logged onto the system, which allows the local user to gain privileges by providing a trojan horse batch file in place of the original batch file.",MEDIUM,4.6,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4
CVE-2000-0222,2000-02-15T05:00:00.000,2024-11-20T23:32:00.067,cve@mitre.org,"the installation for windows 2000 does not activate the administrator password until the system has rebooted, which allows remote attackers to connect to the admin$ share without a password until the reboot occurs.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2000-0155,2000-02-18T05:00:00.000,2024-11-20T23:31:50.603,cve@mitre.org,"windows nt autorun executes the autorun.inf file on non-removable media, which allows local attackers to specify an alternate program to execute when other users access a drive.",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2000-0211,2000-02-23T05:00:00.000,2024-11-20T23:31:58.467,cve@mitre.org,"the windows media server allows remote attackers to cause a denial of service via a series of client handshake packets that are sent in an improper sequence, aka the ""misordered windows media services handshake"" vulnerability.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0216,2000-02-29T05:00:00.000,2024-11-20T23:31:59.160,cve@mitre.org,"microsoft email clients in outlook, exchange, and windows messaging automatically respond to read receipt and delivery receipt tags, which could allow an attacker to flood a mail system with responses by forging a read receipt request that is redirected to a large distribution list.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0168,2000-03-04T05:00:00.000,2024-11-20T23:31:52.420,cve@mitre.org,"microsoft windows 9x operating systems allow an attacker to cause a denial of service via a pathname that includes file device names, aka the ""dos device in path name"" vulnerability.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0228,2000-03-17T05:00:00.000,2024-11-20T23:32:00.943,cve@mitre.org,"microsoft windows media license manager allows remote attackers to cause a denial of service by sending a malformed request that causes the manager to halt, aka the ""malformed media license request"" vulnerability.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0298,2000-04-07T04:00:00.000,2024-11-20T23:32:10.927,cve@mitre.org,the unattended installation of windows 2000 with the oempreinstall option sets insecure permissions for the all users and default users directories.,HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-1999-0701,2000-04-11T04:00:00.000,2024-11-20T23:29:16.063,cve@mitre.org,"after an unattended installation of windows nt 4.0, an installation file could include sensitive information such as the local administrator password.",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2000-0259,2000-04-12T04:00:00.000,2024-11-20T23:32:05.503,cve@mitre.org,the default permissions for the cryptography\offload registry key used by the offloadmodexpo in windows nt 4.0 allows local users to obtain compromise the cryptographic keys of other users.,HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2000-1218,2000-04-14T04:00:00.000,2024-11-20T23:34:17.180,cve@mitre.org,"the default configuration for the domain name resolver for microsoft windows 98, nt 4.0, 2000, and xp sets the queryipmatching parameter to 0, which causes windows to accept dns updates from hosts that it did not query, which allows remote attackers to poison the dns cache.",,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.9,5.9
CVE-2000-0311,2000-04-20T04:00:00.000,2024-11-20T23:32:12.660,cve@mitre.org,"the windows 2000 domain controller allows a malicious user to modify active directory information by modifying an unprotected attribute, aka the ""mixed object access"" vulnerability.",LOW,2.1,AV:L/AC:L/Au:N/C:N/I:P/A:N,3.9,2.9
CVE-2000-0331,2000-04-20T04:00:00.000,2024-11-20T23:32:15.437,cve@mitre.org,"buffer overflow in microsoft command processor (cmd.exe) for windows nt and windows 2000 allows a local user to cause a denial of service via a long environment variable, aka the ""malformed environment variable"" vulnerability.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0347,2000-05-02T04:00:00.000,2024-11-20T23:32:17.787,cve@mitre.org,windows 95 and windows 98 allow a remote attacker to cause a denial of service via a netbios session request packet with a null source name.,MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0420,2000-05-11T04:00:00.000,2024-11-20T23:32:27.880,cve@mitre.org,"the default configuration of syskey in windows 2000 stores the startup key in the registry, which could allow an attacker tor ecover it and use it to decrypt encrypted file system (efs) data.",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-1999-0980,2000-05-16T04:00:00.000,2024-11-20T23:29:59.560,cve@mitre.org,windows nt service control manager (scm) allows remote attackers to cause a denial of service via a malformed argument in a resource enumeration request.,MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0305,2000-05-19T04:00:00.000,2024-11-20T23:32:11.857,cve@mitre.org,"windows 95, windows 98, windows 2000, windows nt 4.0, and terminal server systems allow a remote attacker to cause a denial of service by sending a large number of identical fragmented ip packets, aka jolt2 or the ""ip fragment reassembly"" vulnerability.",HIGH,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,10.0,6.9
CVE-2000-0403,2000-05-25T04:00:00.000,2024-11-20T23:32:25.550,cve@mitre.org,"the cifs computer browser service on windows nt 4.0 allows a remote attacker to cause a denial of service by sending a large number of host announcement requests to the master browse tables, aka the ""hostannouncement flooding"" or ""hostannouncement frame"" vulnerability.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0495,2000-05-30T04:00:00.000,2024-11-20T23:32:38.277,cve@mitre.org,"microsoft windows media encoder allows remote attackers to cause a denial of service via a malformed request, aka the ""malformed windows media encoder request"" vulnerability.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2000-0505,2000-05-31T04:00:00.000,2024-11-20T23:32:39.507,cve@mitre.org,the apache 1.3.x http server for windows platforms allows remote attackers to list directory contents by requesting a url containing a large number of / characters.,MEDIUM,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9
